exchange,symbol,baseAsset,quoteAsset,volume,category
Binance,UNIUSDC,UNIUSDC,Other,1567766.36067,Low Volume
Binance,JSTUSDT,JST,USDT,1565819.517594,Low Volume
Bybit,DEGENUSDT,DEGEN,USDT,1565485.8507,Low Volume
Binance,NOTBRL,NOTBRL,Other,1563670.17577,Low Volume
Binance,HYPERUSDT,HYPER,USDT,1558608.5958,Low Volume
Bybit,PEAQUSDT,PEAQ,USDT,1544351.0641,Low Volume
Binance,API3USDT,API3,USDT,1542925.120496,Low Volume
Binance,DOLOUSDT,DOLO,USDT,1542146.33352,Low Volume
Bybit,ICNTUSDT,ICNT,USDT,1539065.5625,Low Volume
Binance,GUNUSDT,GUN,USDT,1537546.99211,Low Volume
Binance,COCOSUSDT,COCOS,USDT,1531715.9424,Low Volume
Bybit,TAIKOUSDT,TAIKO,USDT,1529424.8431,Low Volume
Binance,EDENUSDC,EDENUSDC,Other,1529353.21165,Low Volume
Binance,THEUSDT,THE,USDT,1525764.87202,Low Volume
Bybit,CAMPUSDT,CAMP,USDT,1514567.1558,Low Volume
Binance,FTMBRL,FTMBRL,Other,1506014.6294,Low Volume
Binance,OMNIUSDC,OMNIUSDC,Other,1501743.9044,Low Volume
Binance,CHZUSDT,CHZ,USDT,1496455.69773,Low Volume
Binance,ACEUSDT,ACE,USDT,1493632.7195,Low Volume
Binance,POLYUSDT,POLY,USDT,1490337.78753,Low Volume
Binance,POLTRY,POLTRY,Other,1489573.464,Low Volume
Binance,RUNEBUSD,RUNEBUSD,Other,1485511.5218,Low Volume
Bybit,PTBUSDT,PTB,USDT,1481898.3671,Low Volume
Binance,FDUSDBUSD,FDUSDBUSD,Other,1478797.2442,Low Volume
Binance,PENDLEUSDC,PENDLEUSDC,Other,1477028.1818,Low Volume
Binance,ATOMTRY,ATOMTRY,Other,1465678.1195,Low Volume
Binance,SANTOSBRL,SANTOSBRL,Other,1465498.2258,Low Volume
Binance,MAGICUSDT,MAGIC,USDT,1461567.52838,Low Volume
Binance,DOGEEUR,DOGEEUR,Other,1459067.79366,Low Volume
Binance,TRUUSDT,TRU,USDT,1444723.8107,Low Volume
Binance,ORCATRY,ORCATRY,Other,1433485.827,Low Volume
Binance,GMTBRL,GMTBRL,Other,1433064.2479,Low Volume
Bybit,BUSDT,B,USDT,1428302.6841,Low Volume
Binance,CKBUSDT,CKB,USDT,1423348.60359,Low Volume
Binance,BTCBUSD,BTCBUSD,Other,1419200.3683181,Low Volume
Binance,PARTIUSDT,PARTI,USDT,1418325.26615,Low Volume
Binance,BTCAUD,BTCAUD,Other,1418185.689752,Low Volume
Binance,SYRUPUSDC,SYRUPUSDC,Other,1418121.1327,Low Volume
Binance,IDUSDT,ID,USDT,1405318.8006,Low Volume
Binance,ACHUSDT,ACH,USDT,1395318.62715,Low Volume
Binance,TSTUSDT,TST,USDT,1393830.975182,Low Volume
Binance,TAOFDUSD,TAOFDUSD,Other,1389175.80857,Low Volume
Binance,AVAXFDUSD,AVAXFDUSD,Other,1377604.7002,Low Volume
Binance,BTCPLN,BTCPLN,Other,1374799.9919,Low Volume
Binance,TRBUSDC,TRBUSDC,Other,1373592.53302,Low Volume
Bybit,SAFEUSDT,SAFE,USDT,1372029.3544,Low Volume
Binance,BCHBUSD,BCHBUSD,Other,1367356.9506,Low Volume
Binance,JUVUSDT,JUV,USDT,1365364.37602,Low Volume
Binance,ENJBRL,ENJBRL,Other,1365303.4722,Low Volume
Binance,RENDERUSDC,RENDERUSDC,Other,1361901.47104,Low Volume
Binance,AXSAUD,AXSAUD,Other,1359773.6056,Low Volume
Binance,SUIFDUSD,SUIFDUSD,Other,1352875.27954,Low Volume
Binance,USUALUSDT,USUAL,USDT,1348447.53192,Low Volume
Binance,EURIUSDT,EURI,USDT,1346509.54344,Low Volume
Binance,ACTBRL,ACTBRL,Other,1344033.0209,Low Volume
Binance,VTHOTRY,VTHOTRY,Other,1342308.4741,Low Volume
Bybit,MEWUSDT,MEW,USDT,1335428.2706,Low Volume
Binance,APTBRL,APTBRL,Other,1331486.9904,Low Volume
Binance,SEIFDUSD,SEIFDUSD,Other,1326451.24326,Low Volume
Bybit,BTRUSDT,BTR,USDT,1325090.0291,Low Volume
Binance,YFIUSDT,YFI,USDT,1324392.48635,Low Volume
Binance,CHRUSDT,CHR,USDT,1319089.0923,Low Volume
Binance,FIDAUSDT,FIDA,USDT,1317714.93583,Low Volume
Binance,RESOLVUSDT,RESOLV,USDT,1315768.06883,Low Volume
Bybit,BSUUSDT,BSU,USDT,1314443.0485,Low Volume
Bybit,ARCUSDT,ARC,USDT,1311723.1701,Low Volume
Binance,HOMEUSDT,HOME,USDT,1310465.19013,Low Volume
Binance,COWUSDT,COW,USDT,1303615.00845,Low Volume
Binance,ALTUSDT,ALT,USDT,1303328.26645,Low Volume
Binance,FTMUSDT,FTM,USDT,1301242.2442,Low Volume
Binance,COMPUSDT,COMP,USDT,1296094.89711,Low Volume
Binance,DTRY,DTRY,Other,1288659.7783,Low Volume
Binance,UMAUSDT,UMA,USDT,1285245.9454,Low Volume
Binance,BTTCUSDT,BTTC,USDT,1280648.56635821,Low Volume
Binance,GALUSDT,GAL,USDT,1275318.811376,Low Volume
Binance,OSMOUSDT,OSMO,USDT,1270222.921628,Low Volume
Binance,RAREBRL,RAREBRL,Other,1267793.68157,Low Volume
Binance,FTMAUD,FTMAUD,Other,1264777.1284,Low Volume
Binance,PIXELUSDT,PIXEL,USDT,1248397.943219,Low Volume
Binance,APEAUD,APEAUD,Other,1244950.51243,Low Volume
Binance,MANTAUSDT,MANTA,USDT,1244789.23889,Low Volume
Binance,SUPERUSDT,SUPER,USDT,1244388.6995,Low Volume
Binance,KSMUSDT,KSM,USDT,1242466.73161,Low Volume
Bybit,CUDISUSDT,CUDIS,USDT,1241891.3326,Low Volume
Binance,MANABRL,MANABRL,Other,1238932.5231,Low Volume
Binance,PROMUSDT,PROM,USDT,1235133.96245,Low Volume
Binance,ARUSDC,ARUSDC,Other,1234859.1313,Low Volume
Binance,SUITUSD,SUITUSD,Other,1226762.99531,Low Volume
Bybit,NAORISUSDT,NAORIS,USDT,1217696.7496,Low Volume
Binance,GTOBUSD,GTOBUSD,Other,1217351.843282,Low Volume
Binance,USDEUSDC,USDEUSDC,Other,1209164.8654,Low Volume
Binance,ATRY,ATRY,Other,1208559.536,Low Volume
Bybit,AIOUSDT,AIO,USDT,1201818.7204,Low Volume
Binance,CAKEUSDC,CAKEUSDC,Other,1196246.24657,Low Volume
Binance,LDOUSDC,LDOUSDC,Other,1195415.29826,Low Volume
Binance,EURBUSD,EURBUSD,Other,1193330.15847,Low Volume
Binance,AEVOUSDT,AEVO,USDT,1192822.144824,Low Volume
Binance,USDTPLN,USDTPLN,Other,1186720.674,Low Volume
Binance,ZBTUSDC,ZBTUSDC,Other,1184720.49209,Low Volume
Binance,SXPTRY,SXPTRY,Other,1181341.6067,Low Volume
Binance,DOGSBRL,DOGSBRL,Other,1178722.615839,Low Volume
Bybit,ZETAUSDT,ZETA,USDT,1163675.28,Low Volume
Binance,NEIROJPY,NEIROJPY,Other,1162525.27278,Low Volume
Binance,TRUMPFDUSD,TRUMPFDUSD,Other,1156715.568707,Low Volume
Binance,HEIUSDT,HEI,USDT,1150236.09918,Low Volume
Binance,GALAUSDC,GALAUSDC,Other,1145529.50556,Low Volume
Binance,SHIBBUSD,SHIBBUSD,Other,1138131.42286819,Low Volume
Binance,AVAXBUSD,AVAXBUSD,Other,1126622.1348,Low Volume
Bybit,DOGUSDT,DOG,USDT,1126121.2139,Low Volume
Binance,ETHAUD,ETHAUD,Other,1122693.450347,Low Volume
Binance,ENJUSDT,ENJ,USDT,1121078.432894,Low Volume
Binance,KAVAUSDT,KAVA,USDT,1116749.79119,Low Volume
Binance,NEXOUSDT,NEXO,USDT,1114931.24834,Low Volume
Binance,VANRYUSDT,VANRY,USDT,1113650.251,Low Volume
Binance,MATICUSDC,MATICUSDC,Other,1105297.93873,Low Volume
Binance,USDCRON,USDCRON,Other,1103981.268,Low Volume
Binance,HOOKUSDT,HOOK,USDT,1103552.1793,Low Volume
Binance,TOMOUSDT,TOMO,USDT,1094187.90188,Low Volume
Binance,XECUSDT,XEC,USDT,1092185.49103208,Low Volume
Bybit,10000SATSUSDT,10000SATS,USDT,1087371.2502,Low Volume
Binance,PROVEUSDC,PROVEUSDC,Other,1083853.39223,Low Volume
Binance,ONGUSDT,ONG,USDT,1082246.1651,Low Volume
Bybit,VINEUSDT,VINE,USDT,1079580.5049,Low Volume
Binance,QTUMUSDT,QTUM,USDT,1077267.7405,Low Volume
Binance,METISUSDT,METIS,USDT,1075535.20095,Low Volume
Bybit,VELVETUSDT,VELVET,USDT,1074577.2508,Low Volume
Binance,MATICUSDT,MATIC,USDT,1074370.70255,Low Volume
Binance,GPSUSDT,GPS,USDT,1069362.588225,Low Volume
Binance,EPICUSDT,EPIC,USDT,1068214.6958,Low Volume
Binance,FUSDC,FUSDC,Other,1067951.40782,Low Volume
Binance,XRPBUSD,XRPBUSD,Other,1064618.8875,Low Volume
Binance,NOTUSDT,NOT,USDT,1059423.553874,Low Volume
Binance,KSMTRY,KSMTRY,Other,1057476.387,Low Volume
Binance,CVXUSDT,CVX,USDT,1056656.522905,Low Volume
Bybit,BTCUSDT-26DEC25,BTC-26DEC25,USDT,1051803.8672,Low Volume
Binance,ELFBUSD,ELFBUSD,Other,1049235.69151,Low Volume
Binance,FETBUSD,FETBUSD,Other,1048792.4193,Low Volume
Binance,STORJTRY,STORJTRY,Other,1044562.75,Low Volume
Binance,FTTUSDT,FTT,USDT,1042273.258359,Low Volume
Binance,ETHFIUSDC,ETHFIUSDC,Other,1040222.0224,Low Volume
Binance,SHIBAUD,SHIBAUD,Other,1038311.01223677,Low Volume
Bybit,DOGEPERP,DOGEPERP,USDT,1034831.2014,Low Volume
Bybit,CLOUDUSDT,CLOUD,USDT,1034302.8541,Low Volume
Bybit,OKBUSDT,OKB,USDT,1030438.3027,Low Volume
Binance,SUSDC,SUSDC,Other,1028462.59676,Low Volume
Binance,BDOTDOT,BDOTDOT,Other,1026444.0468467,Low Volume
Binance,FTMFDUSD,FTMFDUSD,Other,1024441.6398,Low Volume
Binance,ZILTRY,ZILTRY,Other,1015649.43998,Low Volume
Binance,ONEUSDT,ONE,USDT,1013668.665295,Low Volume
Binance,FILUSDC,FILUSDC,Other,1012576.34456,Low Volume
Binance,IOTXUSDT,IOTX,USDT,1012002.36644,Low Volume
Binance,ATOMUSDC,ATOMUSDC,Other,1011992.94825,Low Volume
Binance,TVKUSDT,TVK,USDT,1009874.25101,Low Volume
Bybit,TAIUSDT,TAI,USDT,1007737.8259,Low Volume
Binance,XAIUSDT,XAI,USDT,1006093.95941,Low Volume
Binance,ETCTRY,ETCTRY,Other,1005568.1988,Low Volume
Binance,LINKBUSD,LINKBUSD,Other,1003223.74101,Low Volume
Binance,INJBUSD,INJBUSD,Other,1001695.747596,Low Volume
Binance,SOMIUSDC,SOMIUSDC,Other,1000058.08745,Low Volume
Binance,ARKTRY,ARKTRY,Other,996694.059,Low Volume
Binance,EGLDUSDC,EGLDUSDC,Other,995223.4036,Low Volume
Binance,XMRBUSD,XMRBUSD,Other,995183.2243,Low Volume
Binance,AVAXAUD,AVAXAUD,Other,990361.5762,Low Volume
Binance,LINKAUD,LINKAUD,Other,989488.17394,Low Volume
Binance,LTCFDUSD,LTCFDUSD,Other,986186.54852,Low Volume
Bybit,BLASTUSDT,BLAST,USDT,985617.1505,Low Volume
Binance,C98USDT,C98,USDT,973252.21678,Low Volume
Binance,BABYUSDT,BABY,USDT,970170.72852,Low Volume
Binance,SUSHITRY,SUSHITRY,Other,969261.825,Low Volume
Bybit,BROCCOLIUSDT,BROCCOLI,USDT,965514.1655,Low Volume
Binance,PEPEBRL,PEPEBRL,Other,964413.99162824,Low Volume
Binance,LUNABUSD,LUNABUSD,Other,964173.346566,Low Volume
Binance,CAKEGBP,CAKEGBP,Other,961652.89016,Low Volume
Binance,1INCHUSDT,1INCH,USDT,960911.6339,Low Volume
Binance,SPELLUSDT,SPELL,USDT,959000.3781038,Low Volume
Binance,XTZUSDT,XTZ,USDT,956382.73492,Low Volume
Bybit,BTCUSDT-07NOV25,BTC-07NOV25,USDT,952969.6236,Low Volume
Binance,SHIBUSDC,SHIBUSDC,Other,952186.80738885,Low Volume
Binance,DOTBUSD,DOTBUSD,Other,948437.6709,Low Volume
Binance,LUNAUSDT,LUNA,USDT,947603.539107,Low Volume
Bybit,ZBCNUSDT,ZBCN,USDT,940566.0659,Low Volume
Bybit,ASPUSDT,ASP,USDT,936836.1861,Low Volume
Binance,AIXBTUSDC,AIXBTUSDC,Other,934952.08434,Low Volume
Binance,PAXGBUSD,PAXGBUSD,Other,934811.8327,Low Volume
Binance,SLPUSDT,SLP,USDT,933916.511179,Low Volume
Bybit,1000000BABYDOGEUSDT,1000000BABYDOGE,USDT,931381.7861,Low Volume
Binance,DOGEBRL,DOGEBRL,Other,929501.1907,Low Volume
Bybit,ESPORTSUSDT,ESPORTS,USDT,928600.5606,Low Volume
Binance,POLYBUSD,POLYBUSD,Other,926268.10237,Low Volume
Binance,EOSUSDT,EOS,USDT,924391.64369,Low Volume
Binance,MITOUSDT,MITO,USDT,923457.625958,Low Volume
Binance,CATIUSDT,CATI,USDT,919679.81109,Low Volume
Binance,SNXUSDC,SNXUSDC,Other,914201.0306,Low Volume
Binance,MASKUSDT,MASK,USDT,904870.6105,Low Volume
Binance,LINKEUR,LINKEUR,Other,904750.6801,Low Volume
Binance,BUSDVAI,BUSDVAI,Other,904204.6811,Low Volume
Binance,DGBUSDT,DGB,USDT,900833.168794,Low Volume
Binance,COMPTRY,COMPTRY,Other,900673.168,Low Volume
Binance,LOKAUSDT,LOKA,USDT,898447.18098,Low Volume
Bybit,FLUIDUSDT,FLUID,USDT,894134.0358,Low Volume
Binance,STGUSDT,STG,USDT,891631.43297,Low Volume
Binance,LTCEUR,LTCEUR,Other,891558.59732,Low Volume
Binance,RAREUSDT,RARE,USDT,887390.31197,Low Volume
Binance,WALUSDC,WALUSDC,Other,885185.30071,Low Volume
Binance,BLZUSDT,BLZ,USDT,881426.1307,Low Volume
Binance,TNSRUSDT,TNSR,USDT,881121.81699,Low Volume
Binance,CYBERUSDT,CYBER,USDT,877575.47667,Low Volume
Binance,COCOSBUSD,COCOSBUSD,Other,873977.0348,Low Volume
Bybit,BNBPERP,BNBPERP,USDT,872096.019,Low Volume
Binance,BANANAS31USDT,BANANAS31,USDT,872004.724472,Low Volume
Binance,NMRUSDT,NMR,USDT,871513.6312,Low Volume
Bybit,ETHUSDT-31OCT25,ETH-31OCT25,USDT,867197.2835,Low Volume
Binance,KLAYUSDT,KLAY,USDT,865849.95174,Low Volume
Binance,RNDRFDUSD,RNDRFDUSD,Other,865511.7333,Low Volume
Binance,HNTUSDT,HNT,USDT,863151.1729,Low Volume
Binance,ADABUSD,ADABUSD,Other,859979.83245,Low Volume
Binance,BANDUSDT,BAND,USDT,857356.6096,Low Volume
Binance,SLFUSDC,SLFUSDC,Other,857204.09236,Low Volume
Binance,BETHUSDT,BETH,USDT,857076.116741,Low Volume
Binance,PEPETUSD,PEPETUSD,Other,855746.93640459,Low Volume
Binance,BMTUSDC,BMTUSDC,Other,855594.00655,Low Volume
Binance,EULUSDC,EULUSDC,Other,854925.45461,Low Volume
Binance,LUMIAUSDT,LUMIA,USDT,851823.15527,Low Volume
Binance,DUSKUSDT,DUSK,USDT,849497.7378,Low Volume
Binance,SCRUSDT,SCR,USDT,837754.3048,Low Volume
Binance,MANABUSD,MANABUSD,Other,836284.1468,Low Volume
Binance,LAYERUSDT,LAYER,USDT,835670.881387,Low Volume
Binance,TONUSDC,TONUSDC,Other,834441.74164,Low Volume
Bybit,RAYDIUMUSDT,RAYDIUM,USDT,831983.4779,Low Volume
Binance,FXSUSDT,FXS,USDT,831975.7684,Low Volume
Binance,PEPEFDUSD,PEPEFDUSD,Other,829065.02802321,Low Volume
Binance,DOTAUD,DOTAUD,Other,828671.40348,Low Volume
Binance,SXTUSDT,SXT,USDT,825478.25677,Low Volume
Binance,METISTRY,METISTRY,Other,823845.047,Low Volume
Bybit,TACUSDT,TAC,USDT,822167.1847,Low Volume
Binance,OPENUSDC,OPENUSDC,Other,819713.69975,Low Volume
Binance,FORTHUSDT,FORTH,USDT,813416.11475,Low Volume
Binance,USTCUSDT,USTC,USDT,810312.16291,Low Volume
Bybit,PROMPTUSDT,PROMPT,USDT,808755.8278,Low Volume
Binance,STRKUSDC,STRKUSDC,Other,807642.292422,Low Volume
Binance,CFXBUSD,CFXBUSD,Other,805415.1993,Low Volume
Binance,PLAUSDT,PLA,USDT,802650.287482,Low Volume
Binance,0GUSDC,0GUSDC,Other,800153.08359,Low Volume
Binance,LITUSDT,LIT,USDT,799655.0663,Low Volume
Binance,CGPTUSDT,CGPT,USDT,798952.31142,Low Volume
Binance,PUNDIXUSDT,PUNDIX,USDT,797784.55024,Low Volume
Binance,SXPEUR,SXPEUR,Other,796938.99709,Low Volume
Bybit,ARIAUSDT,ARIA,USDT,796891.1712,Low Volume
Binance,BLURUSDT,BLUR,USDT,792138.462064,Low Volume
Binance,BNBBUSD,BNBBUSD,Other,790484.598,Low Volume
Binance,FTMBUSD,FTMBUSD,Other,787399.9985,Low Volume
Binance,AGIXUSDT,AGIX,USDT,787207.7244,Low Volume
Bybit,XCNUSDT,XCN,USDT,785279.6318,Low Volume
Binance,ICPUSDC,ICPUSDC,Other,784306.64512,Low Volume
Binance,ZECUSDC,ZECUSDC,Other,782325.0769,Low Volume
Binance,MASKTRY,MASKTRY,Other,781523.163,Low Volume
Binance,CTKUSDT,CTK,USDT,781319.68845,Low Volume
Binance,CHZGBP,CHZGBP,Other,781056.124263,Low Volume
Binance,PIXELFDUSD,PIXELFDUSD,Other,777586.77622,Low Volume
Binance,1000CATUSDT,1000CAT,USDT,776578.932734,Low Volume
Binance,DNTUSDT,DNT,USDT,775093.2743,Low Volume
Binance,MAVUSDT,MAV,USDT,771393.00131,Low Volume
Bybit,ESUSDT,ES,USDT,770353.164,Low Volume
Binance,ETHBUSD,ETHBUSD,Other,768334.312003,Low Volume
Binance,BNXUSDT,BNX,USDT,768036.30934,Low Volume
Binance,BTTCBUSD,BTTCBUSD,Other,767384.56909919,Low Volume
Binance,XLMBUSD,XLMBUSD,Other,764704.5794,Low Volume
Bybit,ETHUSDT-26DEC25,ETH-26DEC25,USDT,763174.6575,Low Volume
Binance,BNXUSDC,BNXUSDC,Other,763054.1332,Low Volume
Binance,YFIIUSDT,YFII,USDT,762617.42137,Low Volume
Binance,FLOKIUSDC,FLOKIUSDC,Other,761921.23769406,Low Volume
Binance,DNTBUSD,DNTBUSD,Other,760489.7406,Low Volume
Binance,BICOUSDT,BICO,USDT,760123.608825,Low Volume
Binance,HIGHUSDT,HIGH,USDT,759541.665506,Low Volume
Binance,HEMIUSDC,HEMIUSDC,Other,750658.81648,Low Volume
Binance,POLUSDC,POLUSDC,Other,749756.88374,Low Volume
Binance,TORNBUSD,TORNBUSD,Other,748949.42355,Low Volume
Binance,ZILUSDT,ZIL,USDT,748572.675522,Low Volume
Bybit,CTCUSDT,CTC,USDT,747980.5932,Low Volume
Binance,MFTUSDT,MFT,USDT,746802.044777,Low Volume
Bybit,BTC-26DEC25,BTC-26DEC25,USDT,741677.4295,Low Volume
Binance,BEAMUSDT,BEAM,USDT,739250.4197,Low Volume
Binance,USDTVAI,USDTVAI,Other,738058.7513,Low Volume
Bybit,TRUMPPERP,TRUMPPERP,USDT,737084.9325,Low Volume
Binance,HAEDALUSDT,HAEDAL,USDT,736677.31224,Low Volume
Binance,EDUEUR,EDUEUR,Other,735359.59914,Low Volume
Binance,BAKEBUSD,BAKEBUSD,Other,730877.26474,Low Volume
Binance,THEFDUSD,THEFDUSD,Other,728682.45117,Low Volume
Binance,TIAUSDC,TIAUSDC,Other,724838.95848,Low Volume
Binance,ZILEUR,ZILEUR,Other,723263.999515,Low Volume
Binance,BTGUSDT,BTG,USDT,723201.9681,Low Volume
Binance,DARUSDT,DAR,USDT,720889.29232,Low Volume
Bybit,SKYAIUSDT,SKYAI,USDT,720662.2477,Low Volume
Binance,ADATUSD,ADATUSD,Other,719232.0342,Low Volume
Binance,OOKIUSDT,OOKI,USDT,712370.498025,Low Volume
Binance,SOLAUD,SOLAUD,Other,710583.32497,Low Volume
Bybit,1000LUNCUSDT,1000LUNC,USDT,706977.2902,Low Volume
Binance,PNUTUSDC,PNUTUSDC,Other,704425.02776,Low Volume
Binance,BONDUSDT,BOND,USDT,704422.82223,Low Volume
Binance,FIOUSDT,FIO,USDT,702866.99407,Low Volume
Binance,LPTJPY,LPTJPY,Other,698103.943,Low Volume
Binance,TRXBUSD,TRXBUSD,Other,695466.000239,Low Volume
Binance,ZECBUSD,ZECBUSD,Other,694059.2457,Low Volume
Binance,GUSDT,G,USDT,693257.14807,Low Volume
Binance,HYPERFDUSD,HYPERFDUSD,Other,687486.60232,Low Volume
Binance,YGGUSDC,YGGUSDC,Other,685941.28203,Low Volume
Binance,CETUSUSDC,CETUSUSDC,Other,684340.79648,Low Volume
Binance,TRIBEBUSD,TRIBEBUSD,Other,683783.0344,Low Volume
Binance,ENAFDUSD,ENAFDUSD,Other,683767.169267,Low Volume
Binance,OMGUSDT,OMG,USDT,683758.0092,Low Volume
Binance,2ZUSDC,2ZUSDC,Other,680733.82352,Low Volume
Binance,XRPAUD,XRPAUD,Other,679977.3216,Low Volume
Binance,GALABUSD,GALABUSD,Other,678036.44584,Low Volume
Bybit,ZEUSUSDT,ZEUS,USDT,673951.0958,Low Volume
Binance,ADABRL,ADABRL,Other,672272.6424,Low Volume
Binance,AGIXBUSD,AGIXBUSD,Other,670500.37652,Low Volume
Binance,TLMUSDT,TLM,USDT,670437.70326,Low Volume
Binance,ACAUSDT,ACA,USDT,668162.277817,Low Volume
Binance,ASTRUSDT,ASTR,USDT,664821.142904,Low Volume
Binance,HBARBUSD,HBARBUSD,Other,662688.4018,Low Volume
Binance,BTCSTUSDT,BTCST,USDT,662594.7346,Low Volume
Binance,OMUSDC,OMUSDC,Other,662087.23237,Low Volume
Bybit,HYPEPERP,HYPEPERP,USDT,660970.737,Low Volume
Binance,SOLBUSD,SOLBUSD,Other,660341.2493,Low Volume
Binance,ETCEUR,ETCEUR,Other,656777.591,Low Volume
Binance,GASBUSD,GASBUSD,Other,656670.4841,Low Volume
Binance,NEWTTRY,NEWTTRY,Other,654482.951,Low Volume
Binance,CHZBUSD,CHZBUSD,Other,653727.39841,Low Volume
Binance,ANCUSDT,ANC,USDT,653323.4820719,Low Volume
Binance,ADADOWNUSDT,ADADOWN,USDT,648364.02209361,Low Volume
Binance,VETBUSD,VETBUSD,Other,648218.512819,Low Volume
Bybit,XDCUSDT,XDC,USDT,648012.6662,Low Volume
Binance,MIRBUSD,MIRBUSD,Other,646236.19841,Low Volume
Binance,AUCTIONBUSD,AUCTIONBUSD,Other,643904.3785,Low Volume
Binance,DYMUSDT,DYM,USDT,643464.21449,Low Volume
Binance,GHSTUSDT,GHST,USDT,642108.6361,Low Volume
Binance,GLMRUSDT,GLMR,USDT,641543.70831,Low Volume
Binance,BTGBUSD,BTGBUSD,Other,640828.3218,Low Volume
Binance,MATICEUR,MATICEUR,Other,639783.48981,Low Volume
Binance,ERNUSDT,ERN,USDT,639411.6946,Low Volume
Binance,DOTEUR,DOTEUR,Other,638565.11143,Low Volume
Binance,ELFUSDT,ELF,USDT,636799.68008,Low Volume
Binance,APEEUR,APEEUR,Other,634937.88733,Low Volume
Binance,STRAXBUSD,STRAXBUSD,Other,634366.5708,Low Volume
Binance,SYSUSDT,SYS,USDT,633933.42115,Low Volume
Binance,OPBUSD,OPBUSD,Other,633587.86692,Low Volume
Bybit,PRCLUSDT,PRCL,USDT,633340.9027,Low Volume
Binance,AUTOBUSD,AUTOBUSD,Other,632856.1639,Low Volume
Binance,ENJGBP,ENJGBP,Other,632267.72867,Low Volume
Bybit,ALUUSDT,ALU,USDT,630732.7669,Low Volume
Bybit,GIGAUSDT,GIGA,USDT,629640.0032,Low Volume
Binance,EGLDBUSD,EGLDBUSD,Other,628841.5319,Low Volume
Binance,MCUSDT,MC,USDT,628174.819094,Low Volume
Binance,BTCAEUR,BTCAEUR,Other,626509.6128416,Low Volume
Binance,ALGOBUSD,ALGOBUSD,Other,624428.1585,Low Volume
Binance,XECBUSD,XECBUSD,Other,624042.90336804,Low Volume
Binance,AVAXTUSD,AVAXTUSD,Other,623958.1813,Low Volume
Binance,KNCUSDT,KNC,USDT,621646.32903,Low Volume
Binance,VIDTBUSD,VIDTBUSD,Other,619689.21084,Low Volume
Bybit,FLRUSDT,FLR,USDT,618471.5573,Low Volume
Binance,RUNEGBP,RUNEGBP,Other,618257.8086,Low Volume
Binance,BNBAUD,BNBAUD,Other,618172.3059,Low Volume
Binance,FLOWBUSD,FLOWBUSD,Other,617250.66844,Low Volume
Binance,ARKBUSD,ARKBUSD,Other,617026.4974,Low Volume
Binance,MOVRTRY,MOVRTRY,Other,616075.6793,Low Volume
Binance,BTCSTBUSD,BTCSTBUSD,Other,616032.136,Low Volume
Binance,RUNEEUR,RUNEEUR,Other,615408.7317,Low Volume
Binance,QKCBUSD,QKCBUSD,Other,612291.191199,Low Volume
Binance,CRVBUSD,CRVBUSD,Other,611288.99023,Low Volume
Binance,ANKRTRY,ANKRTRY,Other,610263.6588,Low Volume
Binance,PYRUSDT,PYR,USDT,608989.440089,Low Volume
Binance,SCRTUSDT,SCRT,USDT,606801.42875,Low Volume
Binance,RPLUSDT,RPL,USDT,604543.3706,Low Volume
Binance,ROSEBUSD,ROSEBUSD,Other,603605.060724,Low Volume
Binance,SNMBUSD,SNMBUSD,Other,601619.8056,Low Volume
Binance,MDTUSDT,MDT,USDT,601131.329112,Low Volume
Binance,AUDIOUSDT,AUDIO,USDT,599246.44498,Low Volume
Binance,ETHMXN,ETHMXN,Other,597966.0254,Low Volume
Binance,SLPBUSD,SLPBUSD,Other,597759.843509,Low Volume
Binance,NEBLBUSD,NEBLBUSD,Other,597168.4033,Low Volume
Binance,ASRUSDT,ASR,USDT,596955.846,Low Volume
Binance,CAKEBUSD,CAKEBUSD,Other,596916.0336,Low Volume
Binance,DYDXBUSD,DYDXBUSD,Other,595973.27841,Low Volume
Binance,ACXUSDT,ACX,USDT,594655.38271,Low Volume
Binance,SANTOSBUSD,SANTOSBUSD,Other,594389.8507,Low Volume
Binance,GFTBUSD,GFTBUSD,Other,593964.19162,Low Volume
Binance,TROYBUSD,TROYBUSD,Other,591272.181608,Low Volume
Binance,SHIBGBP,SHIBGBP,Other,590993.61698104,Low Volume
Bybit,1000TAGUSDT,1000TAG,USDT,589876.2665,Low Volume
Binance,GALAAUD,GALAAUD,Other,589430.75215,Low Volume
Binance,BTCZAR,BTCZAR,Other,589317.46851,Low Volume
Binance,OGBUSD,OGBUSD,Other,589179.2003,Low Volume
Binance,LOOMUSDT,LOOM,USDT,588914.38603,Low Volume
Binance,SIGNUSDC,SIGNUSDC,Other,588591.80022,Low Volume
Binance,FORMUSDC,FORMUSDC,Other,588067.79268,Low Volume
Binance,ARPAUSDT,ARPA,USDT,587648.311664,Low Volume
Binance,ANCBUSD,ANCBUSD,Other,586273.7497722,Low Volume
Binance,VOXELUSDT,VOXEL,USDT,580809.26587,Low Volume
Binance,OCEANBUSD,OCEANBUSD,Other,580693.7387,Low Volume
Binance,STMXBUSD,STMXBUSD,Other,579543.438336,Low Volume
Binance,BETHBUSD,BETHBUSD,Other,579538.138929,Low Volume
Binance,OGNBUSD,OGNBUSD,Other,577483.58479,Low Volume
